1;0;3352;9.899246;332;-1.515917;0.389540
1;1;3348;9.874548;332;-1.515917;0.123556
1;1;3354;9.826097;327;0.057960;0.107583
1;1;3360;9.866890;330;1.189647;0.279605
1;1;3359;9.927210;335;2.110550;0.368533
1;1;3353;9.987694;336;3.359474;0.330934
1;9;3355;9.954038;333;2.110550;0.111160
1;10;3356;9.905351;331;1.189647;0.035459
1;21;3354;9.856037;330;0.057960;0.047080
1;22;3351;9.934705;332;-1.515917;0.058657
1;22;3351;9.934705;332;-1.515917;0.081057
1;22;3351;9.934705;332;-1.515917;0.502109
1;22;3351;9.934705;332;-1.515917;0.379906
1;22;3351;9.934705;332;-1.515917;0.071064
1;38;3358;9.849236;327;1.570000;0.145013
2;0;3349;9.928957;348;-0.635760;0.239176
2;1;3345;9.977147;343;-0.635760;0.165139
2;1;3352;9.942793;343;0.217881;0.272863
2;1;3343;10.018120;353;4.321137;0.059770
2;1;3359;9.852912;346;1.127771;0.252983
2;1;3357;9.932478;355;2.231154;0.244202
2;1;3351;9.910695;359;2.998903;0.353076
2;1;3347;9.847282;360;3.475552;0.264570
2;9;3353;9.865795;349;1.127771;0.284163
2;10;3348;9.933114;351;4.321137;0.277000
2;21;3350;9.915514;348;0.217881;0.332546
2;22;3348;9.920796;347;-0.635760;0.130104
2;22;3348;9.920796;347;-0.635760;0.453982
2;22;3348;9.920796;347;-0.635760;0.388154
2;22;3348;9.920796;347;-0.635760;0.505939
2;22;3348;9.920796;347;-0.635760;0.045449
2;22;3348;9.920796;347;-0.635760;0.427977
2;22;3348;9.920796;347;-0.635760;0.123037
2;38;3350;9.886249;350;1.570000;0.272456
3;0;3335;9.852021;329;-0.273792;0.192882
3;1;3334;9.836977;324;-0.273792;0.357119
3;1;3337;9.814499;323;0.094157;0.423141
3;1;3343;9.815847;325;0.870211;0.073801
3;1;3342;9.880389;331;1.625676;0.234388
3;1;3331;9.881695;331;4.649351;0.190292
3;1;3340;9.958234;336;2.505832;0.422282
3;1;3330;9.943758;338;3.845365;0.404540
3;1;3335;9.958710;339;3.255675;0.169758
3;9;3338;9.888979;331;1.625676;0.107950
3;10;3338;9.881878;329;0.870211;0.389177
3;21;3336;9.848017;329;0.094157;0.206723
3;22;3335;9.855577;327;-0.273792;0.502786
3;22;3335;9.855577;327;-0.273792;0.436228
3;22;3335;9.855577;327;-0.273792;0.243539
3;22;3335;9.855577;327;-0.273792;0.294610
3;22;3335;9.855577;327;-0.273792;0.475016
3;22;3335;9.855577;327;-0.273792;0.217383
3;22;3335;9.855577;327;-0.273792;0.481735
3;22;3335;9.855577;327;-0.273792;0.493298
3;38;3336;9.859501;331;1.570000;0.403192
4;0;3341;9.849860;372;-0.513143;0.231728
4;1;3340;9.854371;370;-0.513143;0.428316
4;1;3344;9.804246;368;0.333960;0.226785
4;1;3346;9.847874;372;1.390318;0.311802
4;1;3339;9.834345;376;4.036960;0.439516
4;1;3345;9.839175;378;2.497359;0.461743
4;1;3341;9.890863;378;3.282697;0.231532
4;9;3341;9.841640;374;4.036960;0.068971
4;10;3343;9.848844;373;1.390318;0.444860
4;21;3342;9.869547;372;0.333960;0.403109
4;22;3341;9.854614;371;-0.513143;0.488587
4;22;3341;9.854614;371;-0.513143;0.444739
4;22;3341;9.854614;371;-0.513143;0.213955
4;22;3341;9.854614;371;-0.513143;0.257161
4;22;3341;9.854614;371;-0.513143;0.081268
4;22;3341;9.854614;371;-0.513143;0.129510
4;38;3342;9.851044;373;1.570000;0.158461
5;0;3337;9.640928;289;-0.359545;0.258019
5;1;3337;9.635729;288;-0.359545;0.414635
5;1;3338;9.643233;289;1.405024;0.327751
5;1;3336;9.652137;291;3.580671;0.106100
5;1;3337;9.667316;294;3.093214;0.403818
5;9;3337;9.652369;291;3.093214;0.288488
5;10;3337;9.647505;290;3.580671;0.305817
5;21;3337;9.640928;289;1.405024;0.307601
5;22;3337;9.635729;288;-0.359545;0.292041
5;22;3337;9.635729;288;-0.359545;0.377973
5;22;3337;9.635729;288;-0.359545;0.316507
5;22;3337;9.635729;288;-0.359545;0.155677
5;38;3337;9.640928;289;1.570000;0.395086
6;0;3333;10.034514;354;0.114083;0.288215
6;1;3334;10.003617;348;0.114083;0.011209
6;1;3328;10.077825;355;-1.166551;0.132424
6;1;3337;9.946181;355;1.179545;0.173189
6;1;3327;10.069324;360;4.199338;0.427084
6;1;3337;9.875867;364;2.628450;0.155700
6;1;3333;9.951779;367;3.182439;0.290397
6;9;3331;10.016808;358;4.199338;0.165158
6;10;3334;10.016040;357;1.179545;0.223785
6;21;3331;10.011787;356;-1.166551;0.278776
6;22;3333;10.024230;353;0.114083;0.105294
6;22;3333;10.024230;353;0.114083;0.176936
6;22;3333;10.024230;353;0.114083;0.501906
6;22;3333;10.024230;353;0.114083;0.367335
6;22;3333;10.024230;353;0.114083;0.370659
6;22;3333;10.024230;353;0.114083;0.496789
6;38;3336;10.010359;354;1.570000;0.129179
7;0;3338;9.731867;308;-0.048379;0.367508
7;1;3338;9.715723;302;-0.048379;0.200411
7;1;3336;9.755342;309;-1.153220;0.344262
7;1;3339;9.709715;304;0.222689;0.309220
7;1;3341;9.727335;308;0.949868;0.405447
7;1;3341;9.784254;312;2.089280;0.259567
7;1;3337;9.794427;315;3.235750;0.034533
7;1;3341;9.774902;311;1.856215;0.115419
7;9;3339;9.745193;309;0.949868;0.436832
7;10;3338;9.731867;308;0.222689;0.054746
7;21;3337;9.760384;310;-1.153220;0.167834
7;22;3338;9.721318;306;-0.048379;0.111194
7;22;3338;9.721318;306;-0.048379;0.091127
7;22;3338;9.721318;306;-0.048379;0.269351
7;22;3338;9.721318;306;-0.048379;0.360035
7;22;3338;9.721318;306;-0.048379;0.453358
7;22;3338;9.721318;306;-0.048379;0.069763
7;22;3338;9.721318;306;-0.048379;0.243394
7;38;3337;9.719270;303;1.570000;0.344805
8;0;3330;9.735108;303;0.196606;0.099370
8;1;3331;9.686475;296;0.196606;0.368150
8;1;3326;9.714933;303;-0.885757;0.493528
8;1;3333;9.683705;297;0.439078;0.013730
8;1;3332;9.773507;307;1.988373;0.460069
8;1;3324;9.780054;309;4.163173;0.374868
8;1;3331;9.821427;315;2.867801;0.069492
8;1;3327;9.811881;312;3.474060;0.408707
8;9;3330;9.769284;306;1.988373;0.301021
8;10;3330;9.735108;303;0.439078;0.410889
8;21;3328;9.738335;305;-0.885757;0.345960
8;22;3330;9.714494;301;0.196606;0.058320
8;22;3330;9.714494;301;0.196606;0.061069
8;22;3330;9.714494;301;0.196606;0.368333
8;22;3330;9.714494;301;0.196606;0.156534
8;22;3330;9.714494;301;0.196606;0.078166
8;22;3330;9.714494;301;0.196606;0.109794
8;22;3330;9.714494;301;0.196606;0.051901
8;38;3329;9.764252;306;1.570000;0.473202
9;0;3320;9.614691;280;-1.326447;0.155506
9;1;3315;9.611841;278;-1.326447;0.185130
9;1;3315;9.604662;276;-1.044833;0.189268
9;1;3323;9.604154;277;0.334861;0.386520
9;1;3317;9.624812;281;4.546617;0.233009
9;1;3327;9.612360;280;1.653318;0.013035
9;1;3321;9.641418;285;3.371896;0.172602
9;9;3320;9.614691;280;4.546617;0.030425
9;10;3322;9.609342;279;0.334861;0.360872
9;19;3325;9.601311;275;1.570000;0.259224
9;20;3325;9.601311;275;1.570000;0.077330
9;21;3320;9.610356;279;-1.044833;0.022809
9;22;3319;9.614677;279;-1.326447;0.075963
9;22;3319;9.614677;279;-1.326447;0.504906
9;22;3319;9.614677;279;-1.326447;0.082879
9;22;3319;9.614677;279;-1.326447;0.267099
9;22;3319;9.614677;279;-1.326447;0.018969
9;22;3319;9.614677;279;-1.326447;0.432944
9;38;3322;9.613383;280;1.570000;0.252980
10;0;3288;10.234473;340;-0.494698;0.305034
10;1;3287;10.410634;338;-0.494698;0.303798
10;1;3290;10.299125;335;0.204606;0.199700
10;1;3291;10.260342;340;1.271663;0.331601
10;1;3286;10.178016;342;4.484962;0.192982
10;1;3287;10.165281;344;3.627734;0.397179
10;1;3291;9.999812;346;2.742301;0.209336
10;1;3294;10.038076;344;2.195602;0.210472
10;9;3288;10.230630;341;4.484962;0.121083
10;10;3290;10.236501;341;1.271663;0.093798
10;21;3289;10.249588;339;0.204606;0.239817
10;22;3288;10.301170;339;-0.494698;0.446315
10;22;3288;10.301170;339;-0.494698;0.177537
10;22;3288;10.301170;339;-0.494698;0.200944
10;22;3288;10.301170;339;-0.494698;0.145728
10;22;3288;10.301170;339;-0.494698;0.122838
10;22;3288;10.301170;339;-0.494698;0.291038
10;22;3288;10.301170;339;-0.494698;0.058820
10;38;3289;10.185854;341;1.570000;0.395817
11;0;3307;10.154193;353;-0.286834;0.187993
11;1;3306;10.253980;351;-0.286834;0.034760
11;1;3311;10.187221;353;1.325188;0.465908
11;1;3303;10.127818;351;-0.945991;0.104421
11;1;3304;10.321810;356;4.171304;0.380506
11;1;3311;10.184634;359;2.446131;0.188397
11;9;3306;10.307381;354;4.171304;0.055891
11;10;3306;10.199004;353;-0.945991;0.183099
11;21;3308;10.303550;354;1.325188;0.336838
11;22;3307;10.140266;352;-0.286834;0.312312
11;22;3307;10.140266;352;-0.286834;0.274307
11;22;3307;10.140266;352;-0.286834;0.183816
11;22;3307;10.140266;352;-0.286834;0.407115
11;22;3307;10.140266;352;-0.286834;0.270470
11;38;3307;10.279957;354;1.570000;0.110738
12;0;3310;9.857950;315;-0.588744;0.333540
12;1;3307;9.864726;312;-0.588744;0.115174
12;1;3313;9.800887;311;0.335898;0.077910
12;1;3304;10.010844;317;-1.571415;0.012632
12;1;3318;9.774992;313;1.021580;0.438937
12;1;3315;9.923314;323;2.600424;0.465465
12;1;3308;9.971679;324;3.563680;0.422055
12;9;3313;9.846693;316;1.021580;0.328196
12;10;3309;9.859234;317;-1.571415;0.283607
12;21;3312;9.848781;315;0.335898;0.459407
12;22;3309;9.912558;314;-0.588744;0.379746
12;22;3309;9.912558;314;-0.588744;0.165540
12;22;3309;9.912558;314;-0.588744;0.180842
12;22;3309;9.912558;314;-0.588744;0.207341
12;22;3309;9.912558;314;-0.588744;0.192322
12;22;3309;9.912558;314;-0.588744;0.064526
12;38;3301;10.141459;321;1.570000;0.235883
13;0;3300;9.821662;297;0.302104;0.283364
13;1;3301;9.768261;294;0.302104;0.192547
13;1;3295;9.816884;294;-0.635760;0.434010
13;1;3295;9.826660;298;-1.268546;0.418251
13;1;3306;9.772354;298;1.465299;0.261040
13;1;3295;9.879654;302;4.036960;0.077996
13;1;3298;9.894550;304;3.411756;0.367264
13;1;3303;9.872340;305;2.552848;0.461198
13;9;3301;9.817680;299;1.465299;0.231049
13;10;3298;9.845676;299;-1.268546;0.389455
13;21;3298;9.853463;297;-0.635760;0.371386
13;22;3300;9.813678;296;0.302104;0.122142
13;22;3300;9.813678;296;0.302104;0.088719
13;22;3300;9.813678;296;0.302104;0.484712
13;22;3300;9.813678;296;0.302104;0.102069
13;22;3300;9.813678;296;0.302104;0.049929
13;22;3300;9.813678;296;0.302104;0.236969
13;22;3300;9.813678;296;0.302104;0.092362
13;38;3307;9.734798;295;1.570000;0.011236
14;0;3293;10.114745;317;-1.031043;0.107181
14;1;3292;10.138497;316;-1.031043;0.131955
14;1;3295;10.129057;312;0.270163;0.259749
14;1;3297;10.131179;317;1.570178;0.247582
14;1;3291;10.104378;319;3.969742;0.162386
14;1;3296;10.523880;322;2.760314;0.344087
