1;2796;9.900000;239;small
2;2403;9.900000;374;small
3;1571;9.900000;382;small
4;2681;9.900000;127;small
5;1856;9.900000;344;small
6;3160;9.900000;318;small
7;2229;9.900000;142;small
8;3021;9.900000;227;small
9;2579;9.900000;284;small
10;4926;9.900000;307;small
11;1412;9.900000;262;small
12;5144;9.900000;387;small
13;2963;9.900000;326;small
14;2772;9.900000;353;small
15;2877;9.900000;289;small
16;3295;9.900000;332;small
17;2996;9.900000;378;small
18;3753;9.900000;367;small
19;1882;9.900000;417;small
20;2692;9.900000;681;small
21;2119;9.900000;509;small
22;3030;9.900000;475;small
23;4885;9.900000;428;small
24;2352;9.900000;420;small
25;1729;9.900000;532;small
26;1358;9.900000;516;small
27;1922;9.900000;567;small
28;3366;9.900000;505;small
29;3664;9.900000;410;small
30;3489;9.900000;481;small
31;716;9.900000;508;small
32;1335;9.900000;509;small
33;838;9.900000;592;small
34;3001;9.900000;497;small
35;5408;9.900000;596;small
36;5323;9.900000;487;small
37;755;9.900000;562;small
38;1110;9.900000;617;small
39;4983;9.900000;687;small
40;4241;9.900000;673;small
41;3660;9.900000;605;small
42;2904;9.900000;559;small
43;3361;9.900000;613;small
44;4051;9.900000;609;small
45;5116;9.900000;629;small
46;3228;9.900000;743;small
47;909;9.900000;510;small
48;646;9.900000;725;small
49;2899;9.900000;938;small
50;2844;9.900000;722;small
51;3832;9.900000;615;small
52;1745;9.900000;909;small
53;3651;9.900000;681;small
54;1176;9.900000;622;small
55;2182;9.900000;687;small
56;3755;9.900000;762;small
57;3053;9.900000;804;small
58;5179;9.900000;1046;small
59;1798;9.900000;874;small
60;3282;9.900000;831;small
61;4272;9.900000;766;small
62;1542;9.900000;857;small
63;1205;9.900000;877;small
64;4077;9.900000;842;small
65;2767;9.900000;893;small
66;3565;9.900000;799;small
67;2810;9.900000;908;small
68;4271;9.900000;921;small
69;3527;9.900000;897;small
70;4457;9.900000;987;small
71;1298;9.900000;826;small
72;249;9.900000;977;small
73;3132;9.900000;1039;small
74;2623;9.900000;897;small
75;1189;9.900000;1038;small
76;3496;9.900000;953;small
77;2704;9.900000;1030;small
78;1440;9.900000;991;small
79;4001;9.900000;850;small
80;3317;9.900000;1072;small
81;1595;9.900000;975;small
82;1216;9.900000;1013;small
83;3540;9.900000;995;small
84;2823;9.900000;1020;small
85;3478;9.900000;1091;small
86;4156;9.900000;1124;small
87;3989;9.900000;1183;small
88;1088;9.900000;1324;small
89;3544;9.900000;1161;small
90;1309;9.900000;1388;small
91;5359;9.900000;894;small
92;446;9.900000;1453;small
93;1732;9.900000;1099;small
94;3746;9.900000;1218;small
95;4164;9.900000;1198;small
96;4288;9.900000;1174;small
97;4310;9.900000;1270;small
98;3688;9.900000;1391;small
99;3908;9.900000;1321;small
100;3751;9.900000;1256;small
101;4639;9.900000;1297;small
102;1654;9.900000;1342;small
103;2079;9.900000;1322;small
104;1823;9.900000;1251;small
105;4626;9.900000;1327;small
106;2012;9.900000;1385;small
107;2303;9.900000;1445;small
108;1635;9.900000;1467;small
109;4288;9.900000;1500;small
110;4064;9.900000;1303;small
111;3992;9.900000;1431;small
112;4418;9.900000;1345;small
113;1720;9.900000;1444;small
114;2478;9.900000;1493;small
115;4594;9.900000;1513;small
116;2615;9.900000;1559;small
117;3215;9.900000;1589;small
118;4070;9.900000;1594;small
119;3748;9.900000;1538;small
120;2118;9.900000;1497;small
121;1894;9.900000;1574;small
122;2370;9.900000;1684;small
123;1447;9.900000;1536;small
124;3605;9.900000;1819;small
125;2694;9.900000;1559;small
126;1835;9.900000;1674;small
127;2956;9.900000;1654;small
128;433;9.900000;1602;small
129;2178;9.900000;1691;small
130;1970;9.900000;1707;small
131;3659;9.900000;1749;small
132;471;9.900000;1876;small
133;2488;9.900000;1891;small
134;3014;9.900000;1778;small
135;2742;9.900000;1747;small
136;3896;9.900000;1767;small
137;3171;9.900000;1778;small
138;1629;9.900000;1831;small
139;1807;9.900000;1882;small
140;953;9.900000;1880;small
141;1920;9.900000;1818;small
142;2392;9.900000;1845;small
143;566;9.900000;1831;small
144;679;9.900000;1874;small
145;2899;9.900000;1945;small
146;2199;9.900000;54;small
147;2934;9.900000;63;small
148;3201;9.900000;76;small
149;2041;9.900000;45;small
150;1255;9.900000;167;small
151;3592;9.900000;131;small
152;2826;9.900000;30;small
153;2726;9.900000;94;small
154;1660;9.900000;86;small
155;136;9.900000;0;small
156;732;9.900000;56;small
157;2654;9.900000;84;small
158;3168;9.900000;214;small
159;658;9.900000;11;small
160;1432;9.900000;19;small
161;4020;9.900000;48;small
162;4656;9.900000;17;small
163;1112;9.900000;115;small
164;4098;9.900000;179;small
165;5342;9.900000;58;small
166;59;9.900000;128;small
167;5203;9.900000;39;small
168;452;9.900000;284;small
169;3157;9.900000;131;small
170;3866;9.900000;214;small
171;700;9.900000;270;small
172;5602;9.900000;421;small
173;4069;9.900000;201;small
174;1336;9.900000;353;small
